complexity,loss,score,equation,sympy_format,lambda_format,Iteration
11,16.620209,0.0004779243474178,((Cu ^ 1.0065724) + 72.91493) - ((0.9889544 / Acenaphthylene) + 1.0824232),Cu**1.0065724 - (1.0824232 + 0.9889544/Acenaphthylene) + 72.91493,PySRFunction(X=>Cu**1.0065724 - (1.0824232 + 0.9889544/Acenaphthylene) + 72.91493),18
15,16.441082,0.0027090405028374,(((Cu ^ 0.997977) + 72.80608) - ((0.91749144 / Acenaphthylene) + (0.16211249 / Eugenol))) - Propylguaiacol,Cu**0.997977 - Propylguaiacol - (0.16211249/Eugenol + 0.91749144/Acenaphthylene) + 72.80608,PySRFunction(X=>Cu**0.997977 - Propylguaiacol - (0.16211249/Eugenol + 0.91749144/Acenaphthylene) + 72.80608),18
3,18.073547,0.0,P + 67.80656,P + 67.80656,PySRFunction(X=>P + 67.80656),19
5,17.747217,0.009110331320982,(P + 63.39511) + Heneicosane,Heneicosane + P + 63.39511,PySRFunction(X=>Heneicosane + P + 63.39511),19
7,17.06053,0.0197305532462225,((P + 92.47267) - Ethylguaiacol) / 1.270121,(-Ethylguaiacol + P + 92.47267)/1.270121,PySRFunction(X=>(-Ethylguaiacol + P + 92.47267)/1.270121),19
9,16.636103,0.0125961975751434,(Cu + 72.80608) - ((0.91749144 / Acenaphthylene) + 1.1908554),Cu - (1.1908554 + 0.91749144/Acenaphthylene) + 72.80608,PySRFunction(X=>Cu - (1.1908554 + 0.91749144/Acenaphthylene) + 72.80608),19
11,16.620209,0.0004779243474178,((Cu ^ 1.0065724) + 72.91493) - ((0.9889544 / Acenaphthylene) + 1.0824232),Cu**1.0065724 - (1.0824232 + 0.9889544/Acenaphthylene) + 72.91493,PySRFunction(X=>Cu**1.0065724 - (1.0824232 + 0.9889544/Acenaphthylene) + 72.91493),19
15,16.441082,0.0027090405028374,(((Cu ^ 0.997977) + 72.80608) - ((0.91749144 / Acenaphthylene) + (0.16211249 / Eugenol))) - Propylguaiacol,Cu**0.997977 - Propylguaiacol - (0.16211249/Eugenol + 0.91749144/Acenaphthylene) + 72.80608,PySRFunction(X=>Cu**0.997977 - Propylguaiacol - (0.16211249/Eugenol + 0.91749144/Acenaphthylene) + 72.80608),19
3,22.286848,0.0,75.838776 + Sr,Sr + 75.838776,PySRFunction(X=>Sr + 75.838776),2
5,21.650925,0.0144742749930773,(-82.8867 / Mg) - -82.8867,-1*(-82.8867) - 82.8867/Mg,PySRFunction(X=>-1*(-82.8867) - 82.8867/Mg),2
7,17.819723,0.0973711505596885,-1.5353355 + ((0.115078054 - -66.20685) + P),P - 1.5353355 + 0.115078054 - 1*(-66.20685),PySRFunction(X=>P - 1.5353355 + 0.115078054 - 1*(-66.20685)),2
9,17.789295,0.0008545028511014,Tetradecane + (((0.28234673 + -2.1195133) - -66.37368) + P),P + Tetradecane - 2.1195133 + 0.28234673 - 1*(-66.37368),PySRFunction(X=>P + Tetradecane - 2.1195133 + 0.28234673 - 1*(-66.37368)),2
11,17.718115,0.0020046546720504,(((-0.7110818 - -65.38103) + -0.667827) + P) + (Triacontane / 1.3226199),P + Triacontane/1.3226199 - 0.7110818 - 0.667827 - 1*(-65.38103),PySRFunction(X=>P + Triacontane/1.3226199 - 0.7110818 - 0.667827 - 1*(-65.38103)),2
13,17.038437,0.0195578853506522,(((0.28234673 - -66.37368) + P) + ((-1.3676662 / Ti) / 1.8867866)) + Pb,P + Pb + 0.28234673 - 1*(-66.37368) - 1.3676662/(1.8867866*Ti),PySRFunction(X=>P + Pb + 0.28234673 - 1*(-66.37368) - 1.3676662/(1.8867866*Ti)),2
15,17.027418,0.000323461729767,(((0.28234673 - -66.37368) + P) + ((-1.3676662 / Ti) / 1.8867866)) + (Pb / -1.450255),P + Pb/(-1.450255) + 0.28234673 - 1*(-66.37368) - 1.3676662/(1.8867866*Ti),PySRFunction(X=>P + Pb/(-1.450255) + 0.28234673 - 1*(-66.37368) - 1.3676662/(1.8867866*Ti)),2
3,18.073547,0.0,P + 67.80656,P + 67.80656,PySRFunction(X=>P + 67.80656),20
5,17.709381,0.0101774391794834,(P + 61.923756) + Cr,Cr + P + 61.923756,PySRFunction(X=>Cr + P + 61.923756),20
7,17.06053,0.0186634453877211,((P + 92.47267) - Ethylguaiacol) / 1.270121,(-Ethylguaiacol + P + 92.47267)/1.270121,PySRFunction(X=>(-Ethylguaiacol + P + 92.47267)/1.270121),20
9,16.636103,0.0125961975751434,(Cu + 72.80608) - ((0.91749144 / Acenaphthylene) + 1.1908554),Cu - (1.1908554 + 0.91749144/Acenaphthylene) + 72.80608,PySRFunction(X=>Cu - (1.1908554 + 0.91749144/Acenaphthylene) + 72.80608),20
11,16.620209,0.0004779243474178,((Cu ^ 1.0065724) + 72.91493) - ((0.9889544 / Acenaphthylene) + 1.0824232),Cu**1.0065724 - (1.0824232 + 0.9889544/Acenaphthylene) + 72.91493,PySRFunction(X=>Cu**1.0065724 - (1.0824232 + 0.9889544/Acenaphthylene) + 72.91493),20
13,16.587614,0.0009815461395255,((((Cu + 72.80608) - (0.91749144 / Acenaphthylene)) - 0.91749144) / 1.0053223) + Acenaphthylene,Acenaphthylene + (Cu - 1*0.91749144 + 72.80608 - 0.91749144/Acenaphthylene)/1.0053223,PySRFunction(X=>Acenaphthylene + (Cu - 1*0.91749144 + 72.80608 - 0.91749144/Acenaphthylene)/1.0053223),20
15,16.441082,0.0044365348661494,(((Cu ^ 0.997977) + 72.80608) - ((0.91749144 / Acenaphthylene) + (0.16211249 / Eugenol))) - Propylguaiacol,Cu**0.997977 - Propylguaiacol - (0.16211249/Eugenol + 0.91749144/Acenaphthylene) + 72.80608,PySRFunction(X=>Cu**0.997977 - Propylguaiacol - (0.16211249/Eugenol + 0.91749144/Acenaphthylene) + 72.80608),20
3,18.073547,0.0,P + 67.80656,P + 67.80656,PySRFunction(X=>P + 67.80656),21
5,17.709381,0.0101774391794834,(P + 61.923756) + Cr,Cr + P + 61.923756,PySRFunction(X=>Cr + P + 61.923756),21
7,17.06053,0.0186634453877211,((P + 92.47267) - Ethylguaiacol) / 1.270121,(-Ethylguaiacol + P + 92.47267)/1.270121,PySRFunction(X=>(-Ethylguaiacol + P + 92.47267)/1.270121),21
9,16.636103,0.0125961975751434,(Cu + 72.80608) - ((0.91749144 / Acenaphthylene) + 1.1908554),Cu - (1.1908554 + 0.91749144/Acenaphthylene) + 72.80608,PySRFunction(X=>Cu - (1.1908554 + 0.91749144/Acenaphthylene) + 72.80608),21
11,16.620209,0.0004779243474178,((Cu ^ 1.0065724) + 72.91493) - ((0.9889544 / Acenaphthylene) + 1.0824232),Cu**1.0065724 - (1.0824232 + 0.9889544/Acenaphthylene) + 72.91493,PySRFunction(X=>Cu**1.0065724 - (1.0824232 + 0.9889544/Acenaphthylene) + 72.91493),21
13,16.587614,0.0009815461395255,((((Cu + 72.80608) - (0.91749144 / Acenaphthylene)) - 0.91749144) / 1.0053223) + Acenaphthylene,Acenaphthylene + (Cu - 1*0.91749144 + 72.80608 - 0.91749144/Acenaphthylene)/1.0053223,PySRFunction(X=>Acenaphthylene + (Cu - 1*0.91749144 + 72.80608 - 0.91749144/Acenaphthylene)/1.0053223),21
15,16.441082,0.0044365348661494,(((Cu ^ 0.997977) + 72.80608) - ((0.91749144 / Acenaphthylene) + (0.16211249 / Eugenol))) - Propylguaiacol,Cu**0.997977 - Propylguaiacol - (0.16211249/Eugenol + 0.91749144/Acenaphthylene) + 72.80608,PySRFunction(X=>Cu**0.997977 - Propylguaiacol - (0.16211249/Eugenol + 0.91749144/Acenaphthylene) + 72.80608),21
3,18.073547,0.0,P + 67.80656,P + 67.80656,PySRFunction(X=>P + 67.80656),22
5,17.709381,0.0101774391794834,(P + 61.923756) + Cr,Cr + P + 61.923756,PySRFunction(X=>Cr + P + 61.923756),22
7,17.06053,0.0186634453877211,((P + 92.47267) - Ethylguaiacol) / 1.270121,(-Ethylguaiacol + P + 92.47267)/1.270121,PySRFunction(X=>(-Ethylguaiacol + P + 92.47267)/1.270121),22
9,16.636103,0.0125961975751434,(Cu + 72.80608) - ((0.91749144 / Acenaphthylene) + 1.1908554),Cu - (1.1908554 + 0.91749144/Acenaphthylene) + 72.80608,PySRFunction(X=>Cu - (1.1908554 + 0.91749144/Acenaphthylene) + 72.80608),22
11,16.620209,0.0004779243474178,((Cu ^ 1.0065724) + 72.91493) - ((0.9889544 / Acenaphthylene) + 1.0824232),Cu**1.0065724 - (1.0824232 + 0.9889544/Acenaphthylene) + 72.91493,PySRFunction(X=>Cu**1.0065724 - (1.0824232 + 0.9889544/Acenaphthylene) + 72.91493),22
13,16.364487,0.0077529022423689,(((Cu + 70.79186) - (1.1197841 / Acenaphthylene)) - (-0.71092737 / var2_Methylnaphthalene)) - 4.211041,Cu - 1*4.211041 + 70.79186 - (-1)*0.71092737/var2_Methylnaphthalene - 1.1197841/Acenaphthylene,PySRFunction(X=>Cu - 1*4.211041 + 70.79186 - (-1)*0.71092737/var2_Methylnaphthalene - 1.1197841/Acenaphthylene),22
15,16.363821,2.0349356284787413e-05,(((Cu + 71.13522) - ((1.1200982 / Acenaphthylene) - -0.66068625)) - (-0.69770885 / var2_Methylnaphthalene)) - 3.86687,Cu - (-1*(-0.66068625) + 1.1200982/Acenaphthylene) - 1*3.86687 + 71.13522 - (-1)*0.69770885/var2_Methylnaphthalene,PySRFunction(X=>Cu - (-1*(-0.66068625) + 1.1200982/Acenaphthylene) - 1*3.86687 + 71.13522 - (-1)*0.69770885/var2_Methylnaphthalene),22
3,18.073547,0.0,P + 67.80656,P + 67.80656,PySRFunction(X=>P + 67.80656),23
5,17.709381,0.0101774391794834,(P + 61.923756) + Cr,Cr + P + 61.923756,PySRFunction(X=>Cr + P + 61.923756),23
7,17.06053,0.0186634453877211,((P + 92.47267) - Ethylguaiacol) / 1.270121,(-Ethylguaiacol + P + 92.47267)/1.270121,PySRFunction(X=>(-Ethylguaiacol + P + 92.47267)/1.270121),23
9,16.636103,0.0125961975751434,(Cu + 72.80608) - ((0.91749144 / Acenaphthylene) + 1.1908554),Cu - (1.1908554 + 0.91749144/Acenaphthylene) + 72.80608,PySRFunction(X=>Cu - (1.1908554 + 0.91749144/Acenaphthylene) + 72.80608),23
11,16.620209,0.0004779243474178,((Cu ^ 1.0065724) + 72.91493) - ((0.9889544 / Acenaphthylene) + 1.0824232),Cu**1.0065724 - (1.0824232 + 0.9889544/Acenaphthylene) + 72.91493,PySRFunction(X=>Cu**1.0065724 - (1.0824232 + 0.9889544/Acenaphthylene) + 72.91493),23
13,16.364487,0.0077529022423689,(((Cu + 70.79186) - (1.1197841 / Acenaphthylene)) - (-0.71092737 / var2_Methylnaphthalene)) - 4.211041,Cu - 1*4.211041 + 70.79186 - (-1)*0.71092737/var2_Methylnaphthalene - 1.1197841/Acenaphthylene,PySRFunction(X=>Cu - 1*4.211041 + 70.79186 - (-1)*0.71092737/var2_Methylnaphthalene - 1.1197841/Acenaphthylene),23
15,16.363821,2.0349356284787413e-05,(((Cu + 71.13522) - ((1.1200982 / Acenaphthylene) - -0.66068625)) - (-0.69770885 / var2_Methylnaphthalene)) - 3.86687,Cu - (-1*(-0.66068625) + 1.1200982/Acenaphthylene) - 1*3.86687 + 71.13522 - (-1)*0.69770885/var2_Methylnaphthalene,PySRFunction(X=>Cu - (-1*(-0.66068625) + 1.1200982/Acenaphthylene) - 1*3.86687 + 71.13522 - (-1)*0.69770885/var2_Methylnaphthalene),23
17,16.35907,0.0001451888842396,(((Cu + ((70.79186 - 0.529002) + Tetradecane)) - (1.1197841 / Acenaphthylene)) - (-0.71092737 / var2_Methylnaphthalene)) - 4.211041,Cu + Tetradecane - 1*4.211041 - 1*0.529002 + 70.79186 - (-1)*0.71092737/var2_Methylnaphthalene - 1.1197841/Acenaphthylene,PySRFunction(X=>Cu + Tetradecane - 1*4.211041 - 1*0.529002 + 70.79186 - (-1)*0.71092737/var2_Methylnaphthalene - 1.1197841/Acenaphthylene),23
19,16.348705,0.0003168971398074,((((Cu + (-0.39366403 - -0.28773478)) + 70.79186) - (1.1197841 / Acenaphthylene)) - (-0.71092737 / var2_Methylnaphthalene)) - (4.211041 + Cl),Cu - (Cl + 4.211041) - 0.39366403 - 1*(-0.28773478) + 70.79186 - (-1)*0.71092737/var2_Methylnaphthalene - 1.1197841/Acenaphthylene,PySRFunction(X=>Cu - (Cl + 4.211041) - 0.39366403 - 1*(-0.28773478) + 70.79186 - (-1)*0.71092737/var2_Methylnaphthalene - 1.1197841/Acenaphthylene),23
3,18.073547,0.0,P + 67.80656,P + 67.80656,PySRFunction(X=>P + 67.80656),24
5,17.709381,0.0101774391794834,(P + 61.923756) + Cr,Cr + P + 61.923756,PySRFunction(X=>Cr + P + 61.923756),24
7,17.06053,0.0186634453877211,((P + 92.47267) - Ethylguaiacol) / 1.270121,(-Ethylguaiacol + P + 92.47267)/1.270121,PySRFunction(X=>(-Ethylguaiacol + P + 92.47267)/1.270121),24
9,16.636103,0.0125961975751434,(Cu + 72.80608) - ((0.91749144 / Acenaphthylene) + 1.1908554),Cu - (1.1908554 + 0.91749144/Acenaphthylene) + 72.80608,PySRFunction(X=>Cu - (1.1908554 + 0.91749144/Acenaphthylene) + 72.80608),24
11,16.620209,0.0004779243474178,((Cu ^ 1.0065724) + 72.91493) - ((0.9889544 / Acenaphthylene) + 1.0824232),Cu**1.0065724 - (1.0824232 + 0.9889544/Acenaphthylene) + 72.91493,PySRFunction(X=>Cu**1.0065724 - (1.0824232 + 0.9889544/Acenaphthylene) + 72.91493),24
13,16.364487,0.0077529022423689,(((Cu + 70.79186) - (1.1197841 / Acenaphthylene)) - (-0.71092737 / var2_Methylnaphthalene)) - 4.211041,Cu - 1*4.211041 + 70.79186 - (-1)*0.71092737/var2_Methylnaphthalene - 1.1197841/Acenaphthylene,PySRFunction(X=>Cu - 1*4.211041 + 70.79186 - (-1)*0.71092737/var2_Methylnaphthalene - 1.1197841/Acenaphthylene),24
15,16.363821,2.0349356284787413e-05,(((Cu + 71.13522) - ((1.1200982 / Acenaphthylene) - -0.66068625)) - (-0.69770885 / var2_Methylnaphthalene)) - 3.86687,Cu - (-1*(-0.66068625) + 1.1200982/Acenaphthylene) - 1*3.86687 + 71.13522 - (-1)*0.69770885/var2_Methylnaphthalene,PySRFunction(X=>Cu - (-1*(-0.66068625) + 1.1200982/Acenaphthylene) - 1*3.86687 + 71.13522 - (-1)*0.69770885/var2_Methylnaphthalene),24
17,16.30652,0.0017539167637367,(((Cu + 70.79186) - (1.1197841 / Acenaphthylene)) - ((-0.71092737 + (0.06691909 / Heptadecane)) / var2_Methylnaphthalene)) - 1.1197841,Cu - 1*1.1197841 + 70.79186 - (-0.71092737 + 0.06691909/Heptadecane)/var2_Methylnaphthalene - 1.1197841/Acenaphthylene,PySRFunction(X=>Cu - 1*1.1197841 + 70.79186 - (-0.71092737 + 0.06691909/Heptadecane)/var2_Methylnaphthalene - 1.1197841/Acenaphthylene),24
3,18.073547,0.0,P + 67.80656,P + 67.80656,PySRFunction(X=>P + 67.80656),25
5,17.709381,0.0101774391794834,(P + 61.923756) + Cr,Cr + P + 61.923756,PySRFunction(X=>Cr + P + 61.923756),25
7,17.06053,0.0186634453877211,((P + 92.47267) - Ethylguaiacol) / 1.270121,(-Ethylguaiacol + P + 92.47267)/1.270121,PySRFunction(X=>(-Ethylguaiacol + P + 92.47267)/1.270121),25
9,16.636103,0.0125961975751434,(Cu + 72.80608) - ((0.91749144 / Acenaphthylene) + 1.1908554),Cu - (1.1908554 + 0.91749144/Acenaphthylene) + 72.80608,PySRFunction(X=>Cu - (1.1908554 + 0.91749144/Acenaphthylene) + 72.80608),25
11,16.620209,0.0004779243474178,((Cu ^ 1.0065724) + 72.91493) - ((0.9889544 / Acenaphthylene) + 1.0824232),Cu**1.0065724 - (1.0824232 + 0.9889544/Acenaphthylene) + 72.91493,PySRFunction(X=>Cu**1.0065724 - (1.0824232 + 0.9889544/Acenaphthylene) + 72.91493),25
13,16.364487,0.0077529022423689,(((Cu + 70.79186) - (1.1197841 / Acenaphthylene)) - (-0.71092737 / var2_Methylnaphthalene)) - 4.211041,Cu - 1*4.211041 + 70.79186 - (-1)*0.71092737/var2_Methylnaphthalene - 1.1197841/Acenaphthylene,PySRFunction(X=>Cu - 1*4.211041 + 70.79186 - (-1)*0.71092737/var2_Methylnaphthalene - 1.1197841/Acenaphthylene),25
15,16.363821,2.0349356284787413e-05,(((Cu + 71.13522) - ((1.1200982 / Acenaphthylene) - -0.66068625)) - (-0.69770885 / var2_Methylnaphthalene)) - 3.86687,Cu - (-1*(-0.66068625) + 1.1200982/Acenaphthylene) - 1*3.86687 + 71.13522 - (-1)*0.69770885/var2_Methylnaphthalene,PySRFunction(X=>Cu - (-1*(-0.66068625) + 1.1200982/Acenaphthylene) - 1*3.86687 + 71.13522 - (-1)*0.69770885/var2_Methylnaphthalene),25
17,16.302889,0.0018652649950096,(((Cu + 70.79186) - (1.1197841 / Acenaphthylene)) - ((-0.71092737 + (0.06691909 ^ Tricosane)) / var2_Methylnaphthalene)) - 1.1197841,Cu - 1*1.1197841 + 70.79186 - (0.06691909**Tricosane - 0.71092737)/var2_Methylnaphthalene - 1.1197841/Acenaphthylene,PySRFunction(X=>Cu - 1*1.1197841 + 70.79186 - (0.06691909**Tricosane - 0.71092737)/var2_Methylnaphthalene - 1.1197841/Acenaphthylene),25
3,18.073547,0.0,P + 67.80656,P + 67.80656,PySRFunction(X=>P + 67.80656),26
5,17.709381,0.0101774391794834,(P + 61.923756) + Cr,Cr + P + 61.923756,PySRFunction(X=>Cr + P + 61.923756),26
7,17.06053,0.0186634453877211,((P + 92.47267) - Ethylguaiacol) / 1.270121,(-Ethylguaiacol + P + 92.47267)/1.270121,PySRFunction(X=>(-Ethylguaiacol + P + 92.47267)/1.270121),26
9,16.625092,0.0129272440213771,((Cu + 72.20443) + (-0.97776014 / Acenaphthylene)) + 0.124341875,Cu + 0.124341875 + 72.20443 - 0.97776014/Acenaphthylene,PySRFunction(X=>Cu + 0.124341875 + 72.20443 - 0.97776014/Acenaphthylene),26
11,16.585835,0.0011820512653525,(((Cu + 72.20443) + (-0.97776014 / Acenaphthylene)) - Perylene) + Acenaphthylene,Acenaphthylene + Cu - Perylene + 72.20443 - 0.97776014/Acenaphthylene,PySRFunction(X=>Acenaphthylene + Cu - Perylene + 72.20443 - 0.97776014/Acenaphthylene),26
13,16.364487,0.0067177288782004,(((Cu + 70.79186) - (1.1197841 / Acenaphthylene)) - (-0.71092737 / var2_Methylnaphthalene)) - 4.211041,Cu - 1*4.211041 + 70.79186 - (-1)*0.71092737/var2_Methylnaphthalene - 1.1197841/Acenaphthylene,PySRFunction(X=>Cu - 1*4.211041 + 70.79186 - (-1)*0.71092737/var2_Methylnaphthalene - 1.1197841/Acenaphthylene),26
15,16.363821,2.0349356284787413e-05,(((Cu + 71.13522) - ((1.1200982 / Acenaphthylene) - -0.66068625)) - (-0.69770885 / var2_Methylnaphthalene)) - 3.86687,Cu - (-1*(-0.66068625) + 1.1200982/Acenaphthylene) - 1*3.86687 + 71.13522 - (-1)*0.69770885/var2_Methylnaphthalene,PySRFunction(X=>Cu - (-1*(-0.66068625) + 1.1200982/Acenaphthylene) - 1*3.86687 + 71.13522 - (-1)*0.69770885/var2_Methylnaphthalene),26
17,16.302889,0.0018652649950096,(((Cu + 70.79186) - (1.1197841 / Acenaphthylene)) - ((-0.71092737 + (0.06691909 ^ Tricosane)) / var2_Methylnaphthalene)) - 1.1197841,Cu - 1*1.1197841 + 70.79186 - (0.06691909**Tricosane - 0.71092737)/var2_Methylnaphthalene - 1.1197841/Acenaphthylene,PySRFunction(X=>Cu - 1*1.1197841 + 70.79186 - (0.06691909**Tricosane - 0.71092737)/var2_Methylnaphthalene - 1.1197841/Acenaphthylene),26
3,18.073547,0.0,P + 67.80656,P + 67.80656,PySRFunction(X=>P + 67.80656),27
5,17.709381,0.0101774391794834,(P + 61.923756) + Cr,Cr + P + 61.923756,PySRFunction(X=>Cr + P + 61.923756),27
7,17.06053,0.0186634453877211,((P + 92.47267) - Ethylguaiacol) / 1.270121,(-Ethylguaiacol + P + 92.47267)/1.270121,PySRFunction(X=>(-Ethylguaiacol + P + 92.47267)/1.270121),27
9,16.625092,0.0129272440213771,((Cu + 72.20443) + (-0.97776014 / Acenaphthylene)) + 0.124341875,Cu + 0.124341875 + 72.20443 - 0.97776014/Acenaphthylene,PySRFunction(X=>Cu + 0.124341875 + 72.20443 - 0.97776014/Acenaphthylene),27
11,16.585835,0.0011820512653525,(((Cu + 72.20443) + (-0.97776014 / Acenaphthylene)) - Perylene) + Acenaphthylene,Acenaphthylene + Cu - Perylene + 72.20443 - 0.97776014/Acenaphthylene,PySRFunction(X=>Acenaphthylene + Cu - Perylene + 72.20443 - 0.97776014/Acenaphthylene),27
13,16.364487,0.0067177288782004,(((Cu + 70.79186) - (1.1197841 / Acenaphthylene)) - (-0.71092737 / var2_Methylnaphthalene)) - 4.211041,Cu - 1*4.211041 + 70.79186 - (-1)*0.71092737/var2_Methylnaphthalene - 1.1197841/Acenaphthylene,PySRFunction(X=>Cu - 1*4.211041 + 70.79186 - (-1)*0.71092737/var2_Methylnaphthalene - 1.1197841/Acenaphthylene),27
15,16.363821,2.0349356284787413e-05,(((Cu + 71.13522) - ((1.1200982 / Acenaphthylene) - -0.66068625)) - (-0.69770885 / var2_Methylnaphthalene)) - 3.86687,Cu - (-1*(-0.66068625) + 1.1200982/Acenaphthylene) - 1*3.86687 + 71.13522 - (-1)*0.69770885/var2_Methylnaphthalene,PySRFunction(X=>Cu - (-1*(-0.66068625) + 1.1200982/Acenaphthylene) - 1*3.86687 + 71.13522 - (-1)*0.69770885/var2_Methylnaphthalene),27
17,16.302889,0.0018652649950096,(((Cu + 70.79186) - (1.1197841 / Acenaphthylene)) - ((-0.71092737 + (0.06691909 ^ Tricosane)) / var2_Methylnaphthalene)) - 1.1197841,Cu - 1*1.1197841 + 70.79186 - (0.06691909**Tricosane - 0.71092737)/var2_Methylnaphthalene - 1.1197841/Acenaphthylene,PySRFunction(X=>Cu - 1*1.1197841 + 70.79186 - (0.06691909**Tricosane - 0.71092737)/var2_Methylnaphthalene - 1.1197841/Acenaphthylene),27
3,18.073547,0.0,P + 67.80656,P + 67.80656,PySRFunction(X=>P + 67.80656),28
5,17.709381,0.0101774391794834,(P + 61.923756) + Cr,Cr + P + 61.923756,PySRFunction(X=>Cr + P + 61.923756),28
7,17.06053,0.0186634453877211,((P + 92.47267) - Ethylguaiacol) / 1.270121,(-Ethylguaiacol + P + 92.47267)/1.270121,PySRFunction(X=>(-Ethylguaiacol + P + 92.47267)/1.270121),28
9,16.625092,0.0129272440213771,((Cu + 72.20443) + (-0.97776014 / Acenaphthylene)) + 0.124341875,Cu + 0.124341875 + 72.20443 - 0.97776014/Acenaphthylene,PySRFunction(X=>Cu + 0.124341875 + 72.20443 - 0.97776014/Acenaphthylene),28
11,16.585835,0.0011820512653525,(((Cu + 72.20443) + (-0.97776014 / Acenaphthylene)) - Perylene) + Acenaphthylene,Acenaphthylene + Cu - Perylene + 72.20443 - 0.97776014/Acenaphthylene,PySRFunction(X=>Acenaphthylene + Cu - Perylene + 72.20443 - 0.97776014/Acenaphthylene),28
13,16.364487,0.0067177288782004,(((Cu + 70.79186) - (1.1197841 / Acenaphthylene)) - (-0.71092737 / var2_Methylnaphthalene)) - 4.211041,Cu - 1*4.211041 + 70.79186 - (-1)*0.71092737/var2_Methylnaphthalene - 1.1197841/Acenaphthylene,PySRFunction(X=>Cu - 1*4.211041 + 70.79186 - (-1)*0.71092737/var2_Methylnaphthalene - 1.1197841/Acenaphthylene),28
15,16.363821,2.0349356284787413e-05,(((Cu + 71.13522) - ((1.1200982 / Acenaphthylene) - -0.66068625)) - (-0.69770885 / var2_Methylnaphthalene)) - 3.86687,Cu - (-1*(-0.66068625) + 1.1200982/Acenaphthylene) - 1*3.86687 + 71.13522 - (-1)*0.69770885/var2_Methylnaphthalene,PySRFunction(X=>Cu - (-1*(-0.66068625) + 1.1200982/Acenaphthylene) - 1*3.86687 + 71.13522 - (-1)*0.69770885/var2_Methylnaphthalene),28
17,16.302889,0.0018652649950096,(((Cu + 70.79186) - (1.1197841 / Acenaphthylene)) - ((-0.71092737 + (0.06691909 ^ Tricosane)) / var2_Methylnaphthalene)) - 1.1197841,Cu - 1*1.1197841 + 70.79186 - (0.06691909**Tricosane - 0.71092737)/var2_Methylnaphthalene - 1.1197841/Acenaphthylene,PySRFunction(X=>Cu - 1*1.1197841 + 70.79186 - (0.06691909**Tricosane - 0.71092737)/var2_Methylnaphthalene - 1.1197841/Acenaphthylene),28
3,18.073547,0.0,P + 67.80656,P + 67.80656,PySRFunction(X=>P + 67.80656),29
5,17.326275,0.0211126210483168,(65.283936 + P) - Propylguaiacol,P - Propylguaiacol + 65.283936,PySRFunction(X=>P - Propylguaiacol + 65.283936),29
7,17.06053,0.0077282635188877,((P + 92.47267) - Ethylguaiacol) / 1.270121,(-Ethylguaiacol + P + 92.47267)/1.270121,PySRFunction(X=>(-Ethylguaiacol + P + 92.47267)/1.270121),29
9,16.625092,0.0129272440213771,((Cu + 72.20443) + (-0.97776014 / Acenaphthylene)) + 0.124341875,Cu + 0.124341875 + 72.20443 - 0.97776014/Acenaphthylene,PySRFunction(X=>Cu + 0.124341875 + 72.20443 - 0.97776014/Acenaphthylene),29
11,16.585835,0.0011820512653525,(((Cu + 72.20443) + (-0.97776014 / Acenaphthylene)) - Perylene) + Acenaphthylene,Acenaphthylene + Cu - Perylene + 72.20443 - 0.97776014/Acenaphthylene,PySRFunction(X=>Acenaphthylene + Cu - Perylene + 72.20443 - 0.97776014/Acenaphthylene),29
13,16.364487,0.0067177288782004,(((Cu + 70.79186) - (1.1197841 / Acenaphthylene)) - (-0.71092737 / var2_Methylnaphthalene)) - 4.211041,Cu - 1*4.211041 + 70.79186 - (-1)*0.71092737/var2_Methylnaphthalene - 1.1197841/Acenaphthylene,PySRFunction(X=>Cu - 1*4.211041 + 70.79186 - (-1)*0.71092737/var2_Methylnaphthalene - 1.1197841/Acenaphthylene),29
15,16.363821,2.0349356284787413e-05,(((Cu + 71.13522) - ((1.1200982 / Acenaphthylene) - -0.66068625)) - (-0.69770885 / var2_Methylnaphthalene)) - 3.86687,Cu - (-1*(-0.66068625) + 1.1200982/Acenaphthylene) - 1*3.86687 + 71.13522 - (-1)*0.69770885/var2_Methylnaphthalene,PySRFunction(X=>Cu - (-1*(-0.66068625) + 1.1200982/Acenaphthylene) - 1*3.86687 + 71.13522 - (-1)*0.69770885/var2_Methylnaphthalene),29
